cod_ibge,ano_referencia,populacao_estimada,pib_per_capita
2902104,2017,55935,6817.13
2902203,2017,11703,7660.51
2902252,2017,11661,6625.50
2902302,2017,9171,7024.64
2902401,2017,12706,8252.56
2902500,2017,14323,10091.46
2902609,2017,21403,6602.44
2902658,2017,13765,6596.15
2902708,2017,54915,6731.06
2902807,2017,22082,10653.29
2902906,2017,34121,10593.45
2903003,2017,14560,6473.21
2903102,2017,6258,7322.15
2903201,2017,157638,24714.71
2903235,2017,15217,5562.13
2903276,2017,16296,13554.37
2903300,2017,6251,9646.78
2903409,2017,24013,11069.09
2903508,2017,18247,7060.17
2903607,2017,16653,6924.22
2903706,2017,14069,6616.53
2903805,2017,19502,6070.10
2903904,2017,70618,14101.19
2903953,2017,10477,5156.44
2904001,2017,14760,6011.18
2904050,2017,17131,8889.56
2904100,2017,22464,6712.92
2904209,2017,10898,8506.33
2904308,2017,15122,7334.02
2904407,2017,10833,7420.11
2904506,2017,10974,6964.28
2904605,2017,69677,24464.49
2904704,2017,19256,9612.69
2904753,2017,21786,5651.79
2904803,2017,7841,7728.10
2904852,2017,19312,5986.43
2904902,2017,35139,14019.95
2905008,2017,23817,10346.31
2905107,2017,10058,7050.21
2905156,2017,16106,5049.98
2905206,2017,52853,16475.55
2905305,2017,19006,8390.30
2905404,2017,18224,34261.03
2905503,2017,13713,6912.13
2905602,2017,33310,7961.27
2905701,2017,296893,77382.76
2905800,2017,36644,8481.36
2905909,2017,30048,6754.06
2906006,2017,73448,15048.62
2906105,2017,10151,6342.23
2906204,2017,26862,6818.63
2906303,2017,33002,9463.43
2906402,2017,8837,6060.09
2906501,2017,89707,42898.37
2906600,2017,14792,7551.99
2906709,2017,26674,6958.95
2906808,2017,36191,7019.40
2906824,2017,17316,7488.97
2906857,2017,12199,7245.35
2906873,2017,31392,12666.51
2906899,2017,9773,6900.75
2906907,2017,22740,14164.12
2907004,2017,9544,8229.46
2907103,2017,30118,6938.08
2907202,2017,73382,9093.95
2907301,2017,27238,13665.61
2907400,2017,3669,20591.99
2907509,2017,56459,9482.28
2907558,2017,9764,5837.46
2907608,2017,17969,9998.33
2907707,2017,11591,6286.26
2907806,2017,34676,7797.44
2907905,2017,17739,7351.94
2908002,2017,19022,8217.91
2908101,2017,19498,14847.42
2908200,2017,23024,10548.86
2908309,2017,18229,8473.48
2908408,2017,68303,11048.20
2908507,2017,33876,67364.56
2908606,2017,26371,11579.58
2908705,2017,18191,7660.93
2908804,2017,4299,8903.23
2908903,2017,23896,7460.75
2909000,2017,8904,6209.23
2909109,2017,14933,7854.28
2909208,2017,16814,7805.94
2909307,2017,33361,37930.16
2909406,2017,14414,8810.74
2909505,2017,5576,6593.44
2909604,2017,21835,6809.89
2909703,2017,14403,7604.04
2909802,2017,64932,14436.92
2909901,2017,35524,7640.72
2910008,2017,11716,7001.71
2910057,2017,80657,37687.12
2910107,2017,12604,8093.62
2910206,2017,4212,7426.88
2910305,2017,8461,6515.90
2910404,2017,19376,9336.65
2910503,2017,43223,11251.26
2910602,2017,37845,14826.34
2910701,2017,61924,8624.54
2910727,2017,115290,22778.91
2910750,2017,18443,9754.32
2910776,2017,5922,7722.73
2910800,2017,627477,21819.42
2910859,2017,17176,7007.51
2910909,2017,5822,7384.75
2911006,2017,11244,6793.49
2911105,2017,25912,67334.94
2911204,2017,33234,9706.23
2911253,2017,4725,8101.16
2911303,2017,11639,12328.12
2911402,2017,15840,12001.45
2911501,2017,7848,7489.93
2911600,2017,21495,9010.65
2911659,2017,8081,6379.41
2911709,2017,86808,14667.84
2911808,2017,22154,9518.37
2911857,2017,13718,6665.62
2911907,2017,25884,7764.41
2912004,2017,10183,8145.83
2912103,2017,23529,7879.51
2912202,2017,19786,12925.45
2912301,2017,16796,8766.85
2912400,2017,18678,6609.86
2912509,2017,15413,6543.37
2912608,2017,4214,6420.27
2912707,2017,24293,6925.70
2912806,2017,8852,27973.34
2912905,2017,17221,9023.63
2913002,2017,16855,5765.77
2913101,2017,17948,6531.65
2913200,2017,27862,12314.51
2913309,2017,6437,6337.73
2913408,2017,16283,11132.72
2913457,2017,14187,11010.78
2913507,2017,27939,6596.16
2913606,2017,176341,21759.31
2913705,2017,40453,11238.08
2913804,2017,15499,5011.81
2913903,2017,47704,9019.24
2914000,2017,62631,10407.43
2914109,2017,10157,7664.37
2914208,2017,7521,7834.06
2914307,2017,9901,7764.27
2914406,2017,25536,14640.74
2914505,2017,29879,8122.69
2914604,2017,74483,14537.77
2914653,2017,31422,10770.61
2914703,2017,66806,12987.89
2914802,2017,221046,18038.32
2914901,2017,28382,9337.01
2915007,2017,16586,5458.58
2915106,2017,13199,7455.64
2915205,2017,15577,8375.04
2915304,2017,7291,14809.90
2915353,2017,14718,6603.82
2915403,2017,7218,9171.93
2915502,2017,21642,11381.34
2915601,2017,67356,12999.97
2915700,2017,8476,7676.14
2915809,2017,24901,8951.41
2915908,2017,6730,8014.41
2916005,2017,20501,10858.49
2916104,2017,22866,9835.26
2916203,2017,9830,8593.90
2916302,2017,10830,34869.81
2916401,2017,77533,13957.49
2916500,2017,36211,8815.11
2916609,2017,10799,6819.98
2916708,2017,8592,7275.72
2916807,2017,20314,12388.11
2916856,2017,14957,20932.87
2916906,2017,13254,6768.07
2917003,2017,37567,6923.87
2917102,2017,21241,10431.24
2917201,2017,19577,8268.84
2917300,2017,29428,9933.63
2917334,2017,11399,7818.76
2917359,2017,9056,45876.33
2917409,2017,15459,6126.85
2917508,2017,83635,15233.20
2917607,2017,56033,9200.17
2917706,2017,34499,16422.27
2917805,2017,19036,8301.06
2917904,2017,11120,13134.35
2918001,2017,162209,15774.85
2918100,2017,41605,8041.87
2918209,2017,15106,6925.20
2918308,2017,12692,9890.72
2918357,2017,25646,8144.93
2918407,2017,221773,16704.84
2918456,2017,9924,9576.48
2918506,2017,16006,6124.33
2918555,2017,6275,8402.07
2918605,2017,7066,7976.22
2918704,2017,3975,9532.33
2918753,2017,16029,5506.33
2918803,2017,24306,8893.89
2918902,2017,4068,13429.94
2919009,2017,4017,15109.29
2919058,2017,8886,7346.50
2919108,2017,9007,5412.01
2919157,2017,28244,6790.22
2919207,2017,197636,31993.09
2919306,2017,11636,9628.14
2919405,2017,12969,8060.76
2919504,2017,46739,8970.13
2919553,2017,83557,57439.80
2919603,2017,11879,6108.43
2919702,2017,19110,8087.49
2919801,2017,50987,6452.80
2919900,2017,8266,5099.44
2919926,2017,21007,21131.96
2919959,2017,4456,9952.42
2920007,2017,10274,9140.55
2920106,2017,19695,6857.02
2920205,2017,17526,7542.79
2920304,2017,8856,6857.05
2920403,2017,14251,7701.78
2920452,2017,13959,5125.44
2920502,2017,23018,19683.20
2920601,2017,46260,7228.71
2920700,2017,21313,10012.11
2920809,2017,10931,7068.06
2920908,2017,14728,10221.35
2921005,2017,46998,22428.19
2921054,2017,12488,5778.91
2921104,2017,23586,13878.57
2921203,2017,27520,7880.85
2921302,2017,11585,7737.68
2921401,2017,18729,5743.98
2921450,2017,9578,5933.08
2921500,2017,51953,6278.37
2921609,2017,8950,6924.25
2921708,2017,36856,10437.13
2921807,2017,12529,6876.29
2921906,2017,9957,39149.04
2922003,2017,42072,46595.00
2922052,2017,11988,7660.24
2922102,2017,27364,5773.10
2922201,2017,7678,6227.01
2922250,2017,11644,11174.34
2922300,2017,30631,8452.12
2922409,2017,22998,8783.81
2922508,2017,29546,8796.55
2922607,2017,14368,8521.78
2922656,2017,13597,11860.48
2922706,2017,17141,7123.97
2922730,2017,8119,8976.60
2922755,2017,6986,8939.31
2922805,2017,8428,5779.90
2922854,2017,9500,5605.47
2922904,2017,25460,7998.19
2923001,2017,44052,10915.19
2923035,2017,12514,6051.86
2923050,2017,16037,3289.52
2923100,2017,29227,6704.90
2923209,2017,22805,7363.08
2923308,2017,8916,5763.57
2923357,2017,18025,8211.54
2923407,2017,22553,7168.63
2923506,2017,9250,8087.03
2923605,2017,22286,9056.31
2923704,2017,32967,6408.83
2923803,2017,30075,10993.02
2923902,2017,10673,9132.95
2924009,2017,120706,23955.69
2924058,2017,14226,6691.27
2924108,2017,7527,5320.71
2924207,2017,18209,5536.55
2924306,2017,18267,6375.27
2924405,2017,35740,6183.86
2924504,2017,16889,10979.69
2924603,2017,21171,6239.67
2924652,2017,11012,7130.58
2924678,2017,10411,7353.28
2924702,2017,11849,5832.14
2924801,2017,25211,5839.67
2924900,2017,9582,6396.47
2925006,2017,26915,8371.58
2925105,2017,48861,9115.88
2925204,2017,39718,21802.86
2925253,2017,15830,7104.04
2925303,2017,149324,18926.88
2925402,2017,8438,9737.50
2925501,2017,29326,14868.10
2925600,2017,15734,6429.96
2925709,2017,13334,5912.70
2925758,2017,28082,8411.72
2925808,2017,26552,7770.98
2925907,2017,28632,6497.87
2925931,2017,9411,6417.38
2925956,2017,23562,10389.31
2926004,2017,42672,7768.16
2926103,2017,14730,8388.32
2926202,2017,23313,28502.12
2926301,2017,34784,8828.97
2926400,2017,36439,6774.14
2926509,2017,15443,8845.76
2926608,2017,54965,9803.84
2926657,2017,7437,10526.96
2926707,2017,13712,8618.66
2926806,2017,15804,6321.06
2926905,2017,12130,6694.31
2927002,2017,41767,20221.80
2927101,2017,9405,9100.90
2927200,2017,32009,9472.27
2927309,2017,15772,9951.62
2927408,2017,2953986,21267.43
2927507,2017,21415,7776.61
2927606,2017,14976,6689.50
2927705,2017,28552,13830.41
2927804,2017,6698,8028.52
2927903,2017,11161,6232.15
2928000,2017,38422,9006.14
2928059,2017,13398,6574.34
2928109,2017,41769,10382.15
2928208,2017,27492,8513.31
2928307,2017,9263,5447.16
2928406,2017,29146,7433.99
2928505,2017,10682,6529.58
2928604,2017,61961,12634.80
2928703,2017,103342,20378.86
2928802,2017,53898,13467.44
2928901,2017,33661,69988.83
2928950,2017,9404,7407.81
2929008,2017,15310,8774.66
2929057,2017,15825,10670.46
2929107,2017,21964,8221.41
2929206,2017,40220,251664.77
2929255,2017,19613,5591.55
2929305,2017,38018,22236.68
2929354,2017,6045,8119.44
2929370,2017,10784,7434.25
2929404,2017,12092,8977.92
2929503,2017,45827,11985.84
2929602,2017,18114,8764.77
2929701,2017,20429,7222.72
2929750,2017,12380,10253.88
2929800,2017,13385,5951.96
2929909,2017,45568,10347.41
2930006,2017,11696,6455.28
2930105,2017,81218,10045.27
2930154,2017,32991,9090.66
2930204,2017,41891,11175.29
2930303,2017,18320,7668.40
2930402,2017,16036,6668.18
2930501,2017,83088,10284.94
2930600,2017,13832,6533.04
2930709,2017,136050,39104.63
2930758,2017,13437,6713.55
2930766,2017,11283,6967.56
2930774,2017,23713,20726.02
2930808,2017,17503,5897.33
2930907,2017,13057,10363.94
2931004,2017,21315,8725.45
2931053,2017,17884,8684.19
2931103,2017,8232,6379.37
2931202,2017,21462,7425.03
2931301,2017,17845,6071.67
2931350,2017,161690,14349.72
2931400,2017,7936,15790.32
2931509,2017,23378,6425.14
2931608,2017,15357,9669.86
2931707,2017,13536,8977.84
2931806,2017,17700,6340.62
2931905,2017,52540,8462.31
2932002,2017,25773,6983.55
2932101,2017,20800,8335.77
2932200,2017,20489,9847.33
2932309,2017,27527,6615.32
2932408,2017,14474,6207.68
2932457,2017,19522,6044.31
2932507,2017,21331,11928.74
2932606,2017,17356,9599.33
2932705,2017,21711,9760.03
2932804,2017,19780,7895.40
2932903,2017,98749,14564.22
2933000,2017,28743,7798.14
2933059,2017,14662,6122.08
2933109,2017,9449,8004.23
2933158,2017,13454,8890.89
2933174,2017,9375,11157.55
2933208,2017,43640,11785.11
2933257,2017,6620,10829.31
2933307,2017,348718,18673.12
2933406,2017,9753,7079.46
2933455,2017,12935,9453.96
2933505,2017,22365,10793.38
2933604,2017,48365,7640.24
3100104,2017,7059,21944.75
3100203,2017,23611,18043.92
3100302,2017,13733,13538.48
3100401,2017,4065,9535.55
3100500,2017,9997,9702.81
3100609,2017,14370,8926.10
3100708,2017,2058,64247.81
3100807,2017,4440,13439.19
3100906,2017,19416,11699.32
3101003,2017,13576,16276.96
3101102,2017,25711,16878.22
3101201,2017,6209,14443.39
3101300,2017,2752,12890.26
3101409,2017,3046,27812.54
3101508,2017,35866,25724.73
3101607,2017,79707,33425.91
3101631,2017,6775,12423.03
3101706,2017,41794,11874.48
3101805,2017,7515,10478.78
3101904,2017,19846,17758.24
3102001,2017,14551,15027.63
3102050,2017,5791,12417.89
3102100,2017,11693,13861.46
3102209,2017,4199,9320.79
3102308,2017,15599,18015.77
3102407,2017,3673,11579.64
3102506,2017,4924,9347.28
3102605,2017,40706,21441.95
3102704,2017,9479,9263.95
3102803,2017,12507,17483.25
3102852,2017,8541,9096.24
3102902,2017,11608,12141.20
3103009,2017,9637,19665.87
3103108,2017,1664,13453.73
3103207,2017,2368,24551.94
3103306,2017,2111,10600.19
3103405,2017,37361,10511.82
3103504,2017,117445,34842.96
3103603,2017,2873,16588.24
3103702,2017,8544,10467.46
3103751,2017,6774,175626.96
3103801,2017,2883,39925.42
3103900,2017,8996,34479.21
3104007,2017,104283,49318.66
3104106,2017,10578,25316.41
3104205,2017,39811,30892.12
3104304,2017,14956,15108.72
3104403,2017,2859,11250.79
3104452,2017,5192,8463.98
3104502,2017,18243,11254.84
3104601,2017,14118,21252.44
3104700,2017,13762,9577.90
3104809,2017,5023,12852.08
3104908,2017,19315,13603.00
3105004,2017,8051,13367.16
3105103,2017,24018,21961.20
3105202,2017,4984,8907.10
3105301,2017,5739,11142.88
3105400,2017,31968,22757.41
3105509,2017,5648,8719.37
3105608,2017,136689,19635.79
3105707,2017,5624,12380.87
3105905,2017,20882,18451.49
3106002,2017,10416,20986.37
3106101,2017,3503,13812.45
3106200,2017,2523794,35252.90
3106309,2017,26158,78991.32
3106408,2017,7841,18674.02
3106507,2017,12360,7576.78
3106606,2017,4678,7944.21
3106655,2017,4720,8498.94
3106705,2017,427146,54061.05
3106804,2017,3613,8742.32
3106903,2017,14545,16976.28
3107000,2017,2619,15288.66
3107109,2017,40530,20550.83
3107208,2017,5185,10642.62
3107307,2017,50168,15894.18
3107406,2017,50042,24213.42
3107505,2017,6644,18242.17
3107604,2017,4203,29279.56
3107703,2017,6018,12582.42
3107802,2017,15459,9039.20
3107901,2017,10775,10979.21
3108008,2017,17907,17237.62
3108107,2017,7020,12250.14
3108206,2017,5764,34816.45
3108255,2017,10951,6762.03
3108305,2017,19055,16195.64
3108404,2017,15322,15301.27
3108503,2017,6540,7390.83
3108552,2017,16105,13590.19
3108602,2017,32732,9231.94
3108701,2017,4550,8065.27
3108800,2017,5003,18587.25
3108909,2017,14889,11162.00
3109006,2017,38863,51191.54
3109105,2017,11233,12480.64
3109204,2017,10594,10881.54
3109253,2017,4146,11157.74
3109303,2017,24689,28320.43
3109402,2017,28335,14794.04
3109451,2017,6940,26137.90
3109501,2017,14330,16067.90
3109600,2017,3710,10360.11
3109709,2017,11646,19963.42
3109808,2017,2691,27794.13
3109907,2017,11399,22171.77
3110004,2017,44377,13023.32
3110103,2017,5440,10906.99
3110202,2017,4108,16580.57
3110301,2017,14529,15718.15
3110400,2017,3064,13218.02
3110509,2017,22057,27466.38
3110608,2017,29165,46217.59
3110707,2017,13053,17200.87
3110806,2017,3757,10313.55
3110905,2017,16627,18279.91
3111002,2017,21440,16390.86
3111101,2017,20079,25328.50
3111150,2017,3863,8533.01
3111200,2017,54458,18067.15
3111309,2017,11878,14470.37
3111408,2017,7886,64080.27
3111507,2017,15387,21095.54
3111606,2017,29057,16426.51
3111705,2017,4699,14267.29
3111804,2017,12117,28612.53
3111903,2017,5735,10974.72
3112000,2017,15147,17209.02
3112059,2017,4517,9983.17
3112109,2017,5489,13071.05
3112208,2017,4805,10099.90
3112307,2017,37867,16001.72
3112406,2017,7152,16500.14
3112505,2017,9678,8902.25
3112604,2017,16250,23507.14
3112653,2017,5405,8138.76
3112703,2017,15237,16680.12
3112802,2017,8682,23954.50
3112901,2017,9431,7903.30
3113008,2017,23781,6404.86
3113107,2017,3299,9505.91
3113206,2017,25376,19648.09
3113305,2017,33559,15396.76
3113404,2017,91841,17519.63
3113503,2017,9544,13448.24
3113602,2017,6757,22026.79
3113701,2017,19750,16207.49
3113800,2017,2629,10581.97
3113909,2017,12350,18123.32
3114006,2017,11559,14653.60
3114105,2017,14822,12446.90
3114204,2017,22136,18901.65
3114303,2017,30861,23891.97
3114402,2017,21458,21009.37
3114501,2017,18995,19241.75
3114550,2017,10072,31624.31
3114600,2017,4110,19050.85
3114709,2017,3581,14184.86
3114808,2017,4617,12005.20
3114907,2017,2309,26157.64
3115003,2017,3071,16364.70
3115102,2017,18057,17589.47
3115201,2017,4050,11301.98
3115300,2017,75025,21062.01
3115359,2017,5316,114839.73
3115409,2017,3666,9742.77
3115458,2017,6612,9524.95
3115474,2017,5151,7667.64
3115508,2017,22208,14828.17
3115607,2017,1209,14455.75
3115706,2017,7112,10952.19
3115805,2017,10622,25534.74
3115904,2017,3101,11738.79
3116001,2017,5823,11762.32
3116100,2017,15675,6092.63
3116159,2017,12971,14073.47
3116209,2017,2789,10699.89
3116308,2017,6868,7008.30
3116407,2017,4847,25300.19
3116506,2017,7819,7941.42
3116605,2017,28287,23205.18
3116704,2017,7559,14274.24
3116803,2017,9146,9336.65
3116902,2017,3138,35427.34
3117009,2017,7599,7101.46
3117108,2017,10374,19600.54
3117207,2017,2858,13028.34
3117306,2017,26818,31444.03
3117405,2017,4644,10728.25
3117504,2017,18126,44766.25
3117603,2017,5515,48736.36
3117702,2017,13724,15115.05
3117801,2017,11467,16267.64
3117836,2017,7624,6670.78
3117876,2017,6608,160356.54
3117900,2017,11706,15779.43
3118007,2017,53843,30583.64
3118106,2017,5134,7588.62
3118205,2017,6960,62878.02
3118304,2017,127369,16694.31
3118403,2017,23240,12921.56
3118502,2017,1810,13512.71
3118601,2017,658580,44026.82
3118700,2017,9432,15760.81
3118809,2017,27052,7397.94
3118908,2017,9029,10271.79
3119005,2017,3587,16467.80
3119104,2017,24384,12992.70
3119203,2017,10339,8955.70
3119302,2017,28508,30989.72
3119401,2017,110326,14945.89
3119500,2017,9411,8519.07
3119609,2017,3125,13509.44
3119708,2017,3471,13582.54
3119807,2017,3359,31913.96
3119906,2017,3804,8711.09
3119955,2017,6295,29094.20
3120003,2017,2970,10825.25
3120102,2017,4444,9476.82
3120151,2017,6631,8334.94
3120201,2017,12564,15488.22
3120300,2017,6042,7182.72
3120409,2017,5225,14753.68
3120508,2017,10482,17330.57
3120607,2017,5057,10630.22
3120706,2017,4174,22257.07
3120805,2017,15497,14204.62
3120839,2017,4995,10281.08
3120870,2017,7623,7508.33
3120904,2017,79878,18537.47
3121001,2017,5471,8703.16
3121100,2017,8205,11594.27
3121209,2017,7186,22517.26
3121258,2017,9904,34962.24
3121308,2017,5047,14430.75
3121407,2017,7334,16193.07
3121506,2017,3015,11541.29
3121605,2017,48230,15048.10
3121704,2017,3913,7892.67
3121803,2017,8287,9212.74
3121902,2017,3455,12858.76
3122009,2017,20133,11209.90
3122108,2017,5086,9341.53
3122207,2017,7559,7723.11
3122306,2017,234937,25702.84
3122355,2017,6625,18694.79
3122405,2017,6068,15253.30
3122454,2017,10547,6532.95
3122470,2017,3818,13387.64
3122504,2017,5247,10390.32
3122603,2017,4602,9374.19
3122702,2017,5351,15457.86
3122801,2017,3072,9901.69
3122900,2017,6527,13024.97
3123007,2017,10093,26868.23
3123106,2017,5316,20766.93
3123205,2017,13923,15238.60
3123304,2017,4437,10279.02
3123403,2017,1533,40148.73
3123502,2017,1930,25761.66
3123528,2017,7884,10908.68
3123601,2017,27730,21528.02
3123700,2017,11098,9738.96
3123809,2017,7377,9565.00
3123858,2017,5443,9175.64
3123908,2017,15292,11812.71
3124005,2017,19015,14561.45
3124104,2017,69010,9796.88
3124203,2017,24805,15952.03
3124302,2017,32214,8513.38
3124401,2017,4712,15195.03
3124500,2017,11449,21042.01
3124609,2017,2448,12767.97
3124708,2017,3590,26588.58
3124807,2017,7981,47869.44
3124906,2017,11285,13629.77
3125002,2017,3952,10084.51
3125101,2017,34344,219184.75
3125200,2017,2426,16822.75
3125309,2017,3371,15858.20
3125408,2017,5012,8601.96
3125507,2017,3205,10117.63
3125606,2017,7431,7781.59
3125705,2017,15273,13721.14
3125804,2017,3369,11615.02
3125903,2017,10432,10605.64
3125952,2017,11039,9401.94
3126000,2017,7343,14990.47
3126109,2017,68423,23671.65
3126208,2017,9294,16615.99
3126307,2017,4407,15245.75
3126406,2017,2932,12360.16
3126505,2017,10557,6245.52
3126604,2017,5215,11265.96
3126703,2017,26428,11452.93
3126752,2017,5672,12567.88
3126802,2017,6024,8766.77
3126901,2017,9597,9699.49
3126950,2017,3510,9560.40
3127008,2017,17072,61970.83
3127057,2017,4733,7559.90
3127073,2017,5709,6779.30
3127107,2017,58770,31348.53
3127206,2017,4277,12081.83
3127305,2017,7034,11803.38
3127339,2017,5246,7443.58
3127354,2017,3160,8633.86
3127370,2017,3328,11030.65
3127388,2017,3952,14690.54
3127404,2017,4410,13464.40
3127503,2017,6223,7751.25
3127602,2017,12064,10710.13
3127701,2017,280901,20960.62
3127800,2017,15931,17936.60
3127909,2017,1418,19244.01
3128006,2017,34054,18138.16
3128105,2017,14460,16789.63
3128204,2017,10542,8154.34
3128253,2017,5001,7816.84
3128303,2017,19378,22272.16
3128402,2017,9047,13276.89
3128501,2017,3938,11808.79
3128600,2017,6736,50354.36
3128709,2017,52294,36610.07
3128808,2017,7300,13818.63
3128907,2017,7956,18047.64
3129004,2017,8714,10702.43
3129103,2017,5959,21864.57
3129202,2017,6561,13933.55
3129301,2017,10962,9167.49
3129400,2017,5150,12638.25
3129509,2017,25100,36590.32
3129608,2017,8400,7854.17
3129657,2017,6165,6870.88
3129707,2017,13575,46027.11
3129806,2017,177475,12229.45
3129905,2017,3536,13874.43
3130002,2017,3018,12085.16
3130051,2017,11835,6429.74
3130101,2017,41127,15757.39
3130200,2017,10547,32216.55
3130309,2017,8172,39389.87
3130408,2017,6460,51849.07
3130507,2017,12358,14851.92
3130556,2017,6899,8756.63
3130606,2017,7356,12928.49
3130655,2017,7524,7301.30
3130705,2017,6806,64368.20
3130804,2017,2785,20993.90
3130903,2017,24792,11719.06
3131000,2017,6240,15993.11
3131109,2017,7489,10643.34
3131158,2017,18375,8035.32
3131208,2017,19736,11656.52
3131307,2017,261203,37008.21
3131406,2017,4285,22753.09
3131505,2017,10125,13121.58
3131604,2017,6969,30613.00
3131703,2017,119285,43787.51
3131802,2017,11498,8517.39
3131901,2017,50816,77543.27
3132008,2017,5374,10803.50
3132107,2017,18443,10265.47
3132206,2017,13329,20115.76
3132305,2017,12725,6787.27
3132404,2017,97000,31035.08
3132503,2017,34661,11648.02
3132602,2017,4362,12954.84
3132701,2017,23637,10978.17
3132800,2017,2207,11674.67
3132909,2017,10501,16163.22
3133006,2017,15391,46971.80
3133105,2017,15290,27511.90
3133204,2017,12394,9153.54
3133303,2017,21559,11830.47
3133402,2017,15041,30248.12
3133501,2017,22158,20912.27
3133600,2017,9618,31491.27
3133709,2017,10979,87499.86
3133758,2017,16082,31670.25
3133808,2017,92696,32687.11
3133907,2017,5690,8494.90
3134004,2017,15147,8069.52
3134103,2017,6120,13289.71
3134202,2017,104526,27704.79
3134301,2017,6213,9905.84
3134400,2017,38484,44849.37
3134509,2017,3926,21281.20
3134608,2017,19545,10503.81
3134707,2017,12561,8117.67
3134806,2017,7809,14046.48
3134905,2017,25453,24900.33
3135001,2017,3158,20569.35
3135050,2017,37939,14635.44
3135076,2017,5414,10066.86
3135100,2017,71653,15307.47
3135209,2017,68584,9861.02
3135308,2017,4308,15881.15
3135357,2017,8683,6639.87
3135407,2017,5209,147919.95
3135456,2017,7672,9092.81
3135506,2017,12859,11312.93
3135605,2017,7890,9967.93
3135704,2017,5319,16770.45
3135803,2017,25560,8806.65
3135902,2017,4898,13148.43
3136009,2017,15634,8431.56
3136108,2017,4996,15441.15
3136207,2017,79590,32551.28
3136306,2017,48751,29989.83
3136405,2017,4669,8648.10
3136504,2017,10901,7523.62
3136520,2017,4631,9715.18
3136553,2017,4894,11157.74
3136579,2017,4877,7427.31
3136603,2017,5804,14156.44
3136652,2017,25874,46468.15
3136702,2017,563769,28362.70
3136801,2017,4358,8433.91
3136900,2017,10341,15923.90
3136959,2017,5860,8557.34
3137007,2017,18152,6234.13
3137106,2017,7795,33690.19
3137205,2017,51204,31867.78
3137304,2017,4248,10517.42
3137403,2017,13056,15476.03
3137502,2017,18175,18366.66
3137536,2017,9440,24127.65
3137601,2017,61752,26901.01
3137700,2017,20301,15431.90
3137809,2017,20870,15980.98
3137908,2017,3498,11496.86
3138005,2017,6852,11049.62
3138104,2017,6664,16800.72
3138203,2017,102124,24345.95
3138302,2017,3300,11671.82
3138351,2017,4998,10113.25
3138401,2017,53354,19472.86
3138500,2017,5296,15464.50
3138609,2017,16910,14835.07
3138625,2017,7487,45755.04
3138658,2017,9044,7201.24
3138674,2017,6409,12789.36
3138682,2017,6756,7185.17
3138708,2017,5572,18341.89
3138807,2017,18400,26471.20
3138906,2017,7237,10297.22
3139003,2017,41920,22954.68
3139102,2017,5153,30401.90
3139201,2017,19157,9473.82
3139250,2017,6624,7245.32
3139300,2017,19372,9694.40
3139409,2017,88580,26943.60
3139508,2017,22784,19671.79
3139607,2017,28132,13396.42
3139706,2017,7876,14631.03
3139805,2017,12743,13375.89
3139904,2017,14488,10881.63
3140001,2017,59857,48433.92
3140100,2017,4254,9886.46
3140159,2017,14988,10335.67
3140209,2017,2979,19349.78
3140308,2017,4129,9565.27
3140407,2017,2900,10673.10
3140506,2017,13436,23877.57
3140530,2017,8172,16630.20
3140555,2017,8539,7333.29
3140605,2017,4619,9553.37
3140704,2017,30678,22574.32
3140803,2017,14449,34980.41
3140852,2017,10999,12024.91
3140902,2017,18914,12743.15
3141009,2017,12849,9335.05
3141108,2017,37344,26876.42
3141207,2017,3846,16380.92
3141306,2017,3765,32005.05
3141405,2017,21409,10066.51
3141504,2017,6564,8547.53
3141603,2017,10868,10672.71
3141702,2017,5911,7693.45
3141801,2017,32009,7857.10
3141900,2017,3970,17787.15
3142007,2017,13726,8946.16
3142106,2017,10837,12004.15
3142205,2017,14946,16232.17
3142254,2017,4885,7542.89
3142304,2017,4957,11904.98
3142403,2017,7525,14211.16
3142502,2017,2327,17743.45
3142601,2017,8711,22445.99
3142700,2017,15603,8089.02
3142809,2017,21095,26129.08
3142908,2017,21783,8752.61
3143005,2017,13453,21032.93
3143104,2017,48248,22627.40
3143153,2017,4936,6500.61
3143203,2017,21949,16284.20
3143302,2017,402027,22306.45
3143401,2017,23444,17620.76
3143450,2017,8168,7378.67
3143500,2017,8860,30740.52
3143609,2017,2595,18213.49
3143708,2017,3339,9755.62
3143807,2017,6261,14060.37
3143906,2017,108537,19352.82
3144003,2017,27528,13596.70
3144102,2017,21026,19741.56
3144201,2017,3274,8248.63
3144300,2017,41787,15411.99
3144359,2017,6930,9901.15
3144375,2017,3382,12962.45
3144409,2017,4820,14091.49
3144508,2017,8583,24326.34
3144607,2017,27053,16423.28
3144656,2017,10375,7321.25
3144672,2017,3465,10867.24
3144706,2017,17994,17872.57
3144805,2017,92178,98907.99
3144904,2017,3757,11321.00
3145000,2017,14934,51759.27
3145059,2017,7648,13669.19
3145109,2017,16645,17818.98
3145208,2017,94681,27492.98
3145307,2017,31884,7327.72
3145356,2017,10869,7539.24
3145372,2017,5308,9561.79
3145406,2017,1873,12618.79
3145455,2017,5943,20331.31
3145505,2017,2763,13242.49
3145604,2017,41907,20238.77
3145703,2017,2182,13816.22
3145802,2017,3192,15385.34
3145851,2017,4710,11322.08
3145877,2017,7949,10136.50
3145901,2017,38935,86310.95
3146008,2017,33716,19511.57
3146107,2017,74659,62245.06
