cod_ibge,ano_referencia,populacao_estimada,pib_per_capita
2302503,2017,48830,12107.54
2302602,2017,62985,10536.67
2302701,2017,27209,8299.94
2302800,2017,77514,9207.72
2302909,2017,17668,8398.18
2303006,2017,22320,5684.50
2303105,2017,18660,7562.43
2303204,2017,26892,7427.30
2303303,2017,18804,7375.40
2303402,2017,17631,6786.00
2303501,2017,71079,12606.69
2303600,2017,20451,5451.62
2303659,2017,10365,8277.95
2303709,2017,362223,16184.83
2303808,2017,25063,7493.68
2303907,2017,12952,7127.16
2303931,2017,13384,6249.48
2303956,2017,19197,13967.08
2304004,2017,23107,6507.68
2304103,2017,74426,10014.58
2304202,2017,130604,11774.33
2304236,2017,17874,7358.45
2304251,2017,23983,9584.46
2304269,2017,9521,7019.01
2304277,2017,7163,7303.50
2304285,2017,52667,56139.59
2304301,2017,18720,10405.18
2304350,2017,24047,8683.62
2304400,2017,2627482,23441.59
2304459,2017,16272,9686.39
2304509,2017,13669,18300.90
2304608,2017,6922,7667.58
2304657,2017,15307,6272.49
2304707,2017,54365,6763.45
2304806,2017,4425,8727.23
2304905,2017,11012,7074.10
2304954,2017,26331,7945.65
2305001,2017,39445,11416.15
2305100,2017,3547,17412.74
2305209,2017,20215,7083.11
2305233,2017,65928,24225.69
2305266,2017,13218,7210.32
2305308,2017,24825,9388.60
2305332,2017,12350,7524.62
2305357,2017,19685,14130.30
2305407,2017,67486,8289.96
2305506,2017,102614,14639.03
2305605,2017,25967,8877.73
2305654,2017,11499,6866.60
2305704,2017,12349,8328.69
2305803,2017,41576,9099.55
2305902,2017,37896,6557.90
2306009,2017,14125,10012.25
2306108,2017,23858,7055.41
2306207,2017,7738,9001.55
2306256,2017,39310,16882.47
2306306,2017,51945,10588.45
2306405,2017,127465,12241.30
2306504,2017,20014,6750.52
2306553,2017,41230,18684.77
2306603,2017,20675,6310.42
2306702,2017,17958,8348.98
2306801,2017,11295,11540.15
2306900,2017,34448,14851.81
2307007,2017,33740,11974.16
2307106,2017,27076,7176.24
2307205,2017,7847,11533.20
2307254,2017,19510,15898.87
2307304,2017,270383,16378.30
2307403,2017,24597,7618.33
2307502,2017,31335,7951.20
2307601,2017,58915,15564.56
2307635,2017,19800,7045.96
2307650,2017,224804,37989.59
2307700,2017,126486,10816.23
2307809,2017,26981,11566.99
2307908,2017,11082,6983.76
2308005,2017,38210,6697.10
2308104,2017,46548,7972.46
2308203,2017,14948,6455.04
2308302,2017,28231,7894.19
2308351,2017,13136,9631.24
2308377,2017,13583,6389.60
2308401,2017,35409,17408.06
2308500,2017,43735,7280.99
2308609,2017,17038,7428.45
2308708,2017,61548,13687.41
2308807,2017,8636,7259.15
2308906,2017,22222,6655.52
2309003,2017,14377,6730.75
2309102,2017,12831,9761.83
2309201,2017,15433,9137.89
2309300,2017,32035,8505.38
2309409,2017,28353,7489.54
2309458,2017,25394,6783.69
2309508,2017,21292,8516.44
2309607,2017,70911,15010.82
2309706,2017,82824,12507.44
2309805,2017,11960,13845.90
2309904,2017,6202,7675.27
2310001,2017,9285,8288.85
2310100,2017,13145,7676.45
2310209,2017,33894,14040.45
2310258,2017,32515,10982.96
2310308,2017,31137,6576.13
2310407,2017,11578,8277.08
2310506,2017,42841,6581.27
2310605,2017,8956,11987.83
2310704,2017,37077,10924.27
2310803,2017,16163,19550.33
2310852,2017,20644,10710.23
2310902,2017,16731,7313.79
2310951,2017,10784,5295.44
2311009,2017,12243,6360.04
2311108,2017,14921,9151.80
2311207,2017,10918,8685.66
2311231,2017,6356,8486.00
2311264,2017,20860,8002.59
2311306,2017,86605,10823.87
2311355,2017,14860,8568.71
2311405,2017,78658,13196.00
2311504,2017,21876,17503.06
2311603,2017,27441,12224.30
2311702,2017,18769,10157.60
2311801,2017,76475,14769.06
2311900,2017,15678,8256.73
2311959,2017,16331,7229.99
2312007,2017,32023,6679.45
2312106,2017,17489,7589.97
2312205,2017,43360,10243.75
2312304,2017,46648,10186.42
2312403,2017,48265,63897.19
2312502,2017,7621,12404.02
2312601,2017,12849,7478.79
2312700,2017,26447,11911.63
2312809,2017,7513,6615.87
2312908,2017,205529,21683.85
2313005,2017,18158,10102.43
2313104,2017,30489,10839.55
2313203,2017,25525,7881.21
2313252,2017,8852,8078.29
2313302,2017,58119,10247.70
2313351,2017,18902,5832.24
2313401,2017,74719,16704.75
2313500,2017,55207,11938.65
2313559,2017,15935,6354.38
2313609,2017,34332,14829.63
2313708,2017,7671,6398.64
2313757,2017,19679,7052.29
2313807,2017,21609,21003.01
2313906,2017,13677,10858.81
2313955,2017,18239,13912.06
2314003,2017,40440,8594.19
2314102,2017,60030,6887.04
2400109,2017,11333,10509.22
2400208,2017,58183,15370.54
2400307,2017,11211,8556.69
2400406,2017,3260,7819.02
2400505,2017,13827,9054.60
2400604,2017,4854,7424.39
2400703,2017,14365,28787.40
2400802,2017,11909,10577.21
2400901,2017,7237,7305.10
2401008,2017,36323,12976.46
2401107,2017,27401,20511.59
2401206,2017,14307,25324.46
2401305,2017,9768,8549.75
2401404,2017,9309,14475.24
2401453,2017,28085,18053.59
2401503,2017,4064,8680.61
2401602,2017,5527,8284.78
2401651,2017,2307,96091.03
2401701,2017,10254,7867.56
2401800,2017,12720,11897.25
2401859,2017,6624,10479.02
2401909,2017,3680,9088.59
2402006,2017,68222,16786.86
2402105,2017,11244,6896.57
2402204,2017,34267,13970.35
2402303,2017,20707,14682.04
2402402,2017,8188,9865.17
2402501,2017,10715,11190.48
2402600,2017,73849,10950.45
2402709,2017,11344,12732.55
2402808,2017,5593,7653.32
2402907,2017,4980,8062.25
2403004,2017,8147,11900.70
2403103,2017,45228,15962.70
2403202,2017,7190,7489.43
2403251,2017,254709,19723.00
2403301,2017,5666,7435.05
2403400,2017,6119,10582.28
2403509,2017,10702,6739.58
2403608,2017,28331,13668.88
2403707,2017,6052,12608.56
2403756,2017,3072,10404.95
2403806,2017,9262,8757.61
2403905,2017,2890,8578.89
2404002,2017,4180,8456.70
2404101,2017,2715,25173.11
2404200,2017,26068,13765.69
2404309,2017,13157,15619.82
2404408,2017,10386,12709.03
2404507,2017,15309,106144.42
2404606,2017,13714,7543.24
2404705,2017,15464,8617.50
2404804,2017,2251,11540.20
2404853,2017,7571,11128.12
2404903,2017,5930,8112.31
2405009,2017,9068,6696.63
2405108,2017,6942,10770.96
2405207,2017,5386,11307.28
2405306,2017,10096,6535.76
2405405,2017,5247,7534.40
2405504,2017,2663,9561.02
2405603,2017,14858,8637.43
2405702,2017,12579,12314.73
2405801,2017,35087,29829.02
2405900,2017,2695,7767.72
2406007,2017,6050,8067.44
2406106,2017,18530,11566.97
2406155,2017,3910,8410.49
2406205,2017,6793,7434.71
2406304,2017,7579,7685.58
2406403,2017,2771,11226.27
2406502,2017,15590,16818.60
2406601,2017,8269,8023.34
2406700,2017,11316,10642.72
2406809,2017,4822,8511.20
2406908,2017,4002,10434.03
2407005,2017,10211,6737.05
2407104,2017,80031,18486.62
2407203,2017,31859,18628.99
2407252,2017,4002,8702.65
2407302,2017,8492,7320.89
2407401,2017,8793,9307.40
2407500,2017,12223,8919.58
2407609,2017,4608,16669.70
2407708,2017,11503,7701.12
2407807,2017,22462,9277.00
2407906,2017,2178,10082.64
2408003,2017,295619,20862.92
2408102,2017,885180,26501.57
2408201,2017,27372,13042.34
2408300,2017,37695,12257.49
2408409,2017,4349,7937.46
2408508,2017,4882,9668.37
2408607,2017,4276,7722.87
2408706,2017,3859,10549.11
2408805,2017,5258,80480.22
2408904,2017,21669,14875.54
2408953,2017,10901,15641.78
2409100,2017,13099,8213.91
2409209,2017,3109,9827.60
2409308,2017,12844,10089.38
2409332,2017,5500,11889.09
2409407,2017,30452,16196.74
2409506,2017,3356,61666.87
2409605,2017,2532,9862.95
2409704,2017,6938,7830.35
2409803,2017,14954,8243.01
2409902,2017,15083,18864.81
2410009,2017,3836,9143.64
2410108,2017,15418,6952.26
2410207,2017,7909,7555.57
2410256,2017,6789,17332.01
2410306,2017,10099,7704.13
2410405,2017,9568,13362.46
2410504,2017,5115,7920.63
2410603,2017,3234,8933.21
2410702,2017,3566,8547.67
2410801,2017,4277,7336.92
2410900,2017,8075,7961.73
2411007,2017,4545,8800.44
2411056,2017,4100,19501.46
2411106,2017,3669,8123.74
2411205,2017,39667,14174.53
2411403,2017,13289,9351.64
2411429,2017,2701,14275.08
2411502,2017,24220,8925.47
2411601,2017,2846,69030.22
2411700,2017,4425,7868.25
2411809,2017,3617,13509.26
2411908,2017,4238,9128.13
2412005,2017,101492,13938.88
2412104,2017,6260,8986.74
2412203,2017,43995,17331.54
2412302,2017,13007,7233.49
2412401,2017,4643,21854.62
2412500,2017,23610,9248.16
2412559,2017,9606,43678.12
2412609,2017,17572,9257.34
2412708,2017,6139,9608.08
2412807,2017,8343,8416.76
2412906,2017,11223,8059.25
2413003,2017,6469,9731.02
2413102,2017,6188,7012.93
2413201,2017,4423,23284.87
2413300,2017,5870,7667.29
2413359,2017,11838,25897.20
2413409,2017,8175,8972.84
2413508,2017,6422,8515.73
2413557,2017,4841,7709.77
2413607,2017,3150,13156.51
2413706,2017,5528,7603.84
2413805,2017,2566,9772.41
2413904,2017,12428,9717.41
2414001,2017,15866,8656.88
2414100,2017,10814,7691.23
2414159,2017,5912,15911.71
2414209,2017,13895,21966.75
2414308,2017,2437,12313.50
2414407,2017,34043,19875.04
2414456,2017,3327,12357.98
2414506,2017,10781,12012.06
2414605,2017,14609,9720.65
2414704,2017,5554,7528.45
2414753,2017,4187,8516.12
2414803,2017,12371,8628.00
2414902,2017,1731,9109.76
2415008,2017,3173,11625.91
2500106,2017,10258,7527.98
2500205,2017,5562,8521.04
2500304,2017,28565,9333.87
2500403,2017,20689,10921.02
2500502,2017,14464,7516.66
2500536,2017,5499,7693.22
2500577,2017,2501,10363.45
2500601,2017,19579,56716.33
2500700,2017,17940,9573.69
2500734,2017,2246,10860.64
2500775,2017,8430,8566.90
2500809,2017,17003,9856.67
2500908,2017,13538,7300.56
2501005,2017,20418,8105.25
2501104,2017,22776,10217.03
2501153,2017,2126,8785.51
2501203,2017,6975,7463.37
2501302,2017,19154,7371.57
2501351,2017,3921,9427.70
2501401,2017,9070,8798.90
2501500,2017,21156,10987.43
2501534,2017,4925,8223.96
2501575,2017,8241,7697.00
2501609,2017,15421,8270.86
2501708,2017,5979,7787.92
2501807,2017,97010,13978.40
2501906,2017,17685,9642.35
2502003,2017,7347,8781.95
2502052,2017,3438,9195.17
2502102,2017,5349,7835.48
2502151,2017,7083,17909.22
2502201,2017,2567,10208.80
2502300,2017,4972,8342.92
2502409,2017,11938,7958.54
2502508,2017,17842,10381.12
2502607,2017,6173,8294.99
2502706,2017,5430,11444.94
2502805,2017,14107,8667.90
2502904,2017,6457,7999.85
2503001,2017,21872,14729.29
2503100,2017,5570,8668.76
2503209,2017,68033,42563.12
2503308,2017,10265,10665.27
2503407,2017,3749,8831.96
2503506,2017,17156,7221.61
2503555,2017,7183,6587.50
2503605,2017,7283,8146.78
2503704,2017,62187,17626.40
2503753,2017,3197,9530.18
2503803,2017,6025,10948.71
2503902,2017,6020,9863.95
2504009,2017,410332,21080.71
2504033,2017,6552,9164.84
2504074,2017,4171,8317.19
2504108,2017,2667,9590.93
2504157,2017,7476,7931.25
2504207,2017,4934,8150.99
2504306,2017,30534,12447.04
2504355,2017,4839,11730.32
2504405,2017,18944,8504.96
2504504,2017,6753,8511.92
2504603,2017,24769,25683.39
2504702,2017,4789,10543.75
2504801,2017,15426,9146.44
2504850,2017,1925,9968.83
2504900,2017,17559,7265.79
2505006,2017,7274,8141.46
2505105,2017,20348,9374.04
2505204,2017,6790,8378.65
2505238,2017,6358,8690.94
2505279,2017,5232,9023.32
2505303,2017,2517,7937.23
2505352,2017,5343,7825.94
2505402,2017,8306,7117.39
2505501,2017,3808,8716.12
2505600,2017,6550,8132.67
2505709,2017,10383,7825.77
2505808,2017,3594,10481.36
2505907,2017,3528,9073.41
2506004,2017,33266,12266.46
2506103,2017,11313,7731.90
2506202,2017,2990,8883.95
2506251,2017,8435,7690.22
2506301,2017,58881,16089.32
2506400,2017,14134,9544.71
2506509,2017,3436,8887.37
2506608,2017,5925,8001.18
2506707,2017,11833,6382.41
2506806,2017,18163,8588.39
2506905,2017,24475,11181.53
2507002,2017,24842,11025.84
2507101,2017,18715,9203.10
2507200,2017,10876,9684.72
2507309,2017,14378,8411.60
2507408,2017,7742,8088.74
2507507,2017,811598,24323.27
2507606,2017,7950,7936.23
2507705,2017,18213,8474.06
2507804,2017,7165,9097.98
2507903,2017,10770,9263.60
2508000,2017,9868,7499.80
2508109,2017,4666,8099.66
2508208,2017,7670,9337.94
2508307,2017,27543,9418.62
2508406,2017,2725,9571.01
2508505,2017,7386,7750.07
2508554,2017,4343,8631.82
2508604,2017,13121,14304.78
2508703,2017,4009,7855.82
2508802,2017,5665,8754.99
2508901,2017,45005,13892.23
2509008,2017,11120,6512.68
2509057,2017,8586,8428.49
2509107,2017,21854,8748.06
2509156,2017,6614,9274.87
2509206,2017,13853,7370.53
2509305,2017,8466,21880.11
2509339,2017,4537,9188.01
2509370,2017,2915,8749.23
2509396,2017,6587,7668.44
2509404,2017,13286,9783.31
2509503,2017,5691,10795.47
2509602,2017,4825,7643.73
2509701,2017,33294,14893.85
2509800,2017,9922,7753.48
2509909,2017,10460,7726.20
2510006,2017,7296,7885.01
2510105,2017,10639,7792.37
2510204,2017,5944,8067.63
2510303,2017,4910,8027.49
2510402,2017,6512,8701.17
2510501,2017,3951,8914.20
2510600,2017,3042,10260.36
2510659,2017,1769,10522.33
2510709,2017,2424,10040.84
2510808,2017,107790,15884.37
2510907,2017,12308,9715.14
2511004,2017,3803,8546.41
2511103,2017,8122,8474.02
2511202,2017,28499,14927.75
2511301,2017,16091,11160.77
2511400,2017,18737,9421.52
2511509,2017,11938,7781.87
2511608,2017,6607,13230.97
2511707,2017,5080,8597.44
2511806,2017,10585,8033.63
2511905,2017,19182,13830.15
2512002,2017,18622,12548.38
2512036,2017,3770,8873.47
2512077,2017,4318,9407.60
2512101,2017,32766,11636.45
2512200,2017,4179,11771.72
2512309,2017,23489,9065.09
2512408,2017,13715,7096.17
2512507,2017,44214,10532.30
2512606,2017,1964,11380.86
2512705,2017,19579,8630.37
2512721,2017,6099,7680.44
2512747,2017,3607,8562.79
2512754,2017,4529,9043.94
2512762,2017,4519,9704.80
2512788,2017,1985,10928.46
2512804,2017,8609,8190.15
2512903,2017,24154,9877.83
2513000,2017,3980,6391.71
2513109,2017,12145,9182.46
2513158,2017,6557,8087.69
2513208,2017,6585,8412.15
2513307,2017,5887,8390.86
2513356,2017,3596,8084.26
2513406,2017,15401,12880.14
2513505,2017,5159,7782.32
2513604,2017,7024,7633.26
2513653,2017,2690,9920.82
2513703,2017,136851,16242.15
2513802,2017,4573,9757.71
2513851,2017,2519,9591.50
2513901,2017,34215,12444.31
2513927,2017,4540,8875.99
2513943,2017,2601,9140.72
2513968,2017,3120,9022.12
2513984,2017,3363,9504.01
2514008,2017,4296,9974.86
2514107,2017,4423,7693.19
2514206,2017,7679,7526.37
2514305,2017,6279,7370.28
2514404,2017,4635,10464.94
2514453,2017,5969,7870.83
2514503,2017,20163,8725.49
2514552,2017,3842,7574.44
2514602,2017,3566,7662.37
2514651,2017,1806,12740.31
2514701,2017,4145,14331.72
2514800,2017,3711,7713.02
2514909,2017,7721,8970.73
2515005,2017,7180,8687.05
2515104,2017,11845,7313.72
2515203,2017,3496,8878.15
2515302,2017,52697,10055.96
2515401,2017,11084,6147.33
2515500,2017,13707,8591.89
2515609,2017,3121,10088.75
2515708,2017,3100,15598.39
2515807,2017,7020,8499.86
2515906,2017,6093,9666.34
2515930,2017,5044,9128.07
2515971,2017,7795,11146.25
2516003,2017,26376,10013.69
2516102,2017,14987,11375.66
2516151,2017,3567,8755.54
2516201,2017,69554,15608.43
2516300,2017,16957,10300.35
2516409,2017,10967,6819.73
2516508,2017,15276,8061.99
2516607,2017,14661,7415.11
2516706,2017,15191,8921.60
2516755,2017,3066,9168.30
2516805,2017,9482,7879.46
2516904,2017,15382,10591.86
2517001,2017,9913,7320.39
2517100,2017,2820,10537.23
2517209,2017,5358,7726.02
2517407,2017,2245,9982.63
2600054,2017,99364,20158.28
2600104,2017,37017,10943.05
2600203,2017,19411,8558.09
2600302,2017,24644,10072.76
2600401,2017,36371,6594.79
2600500,2017,43087,7760.07
2600609,2017,14517,8586.97
2600708,2017,38267,8196.10
2600807,2017,22896,6723.71
2600906,2017,22726,9224.90
2601003,2017,11045,10317.16
2601052,2017,20268,6858.59
2601102,2017,83757,11790.12
2601201,2017,73667,13274.14
2601300,2017,14224,7156.21
2601409,2017,42438,10124.63
2601508,2017,11992,6404.69
2601607,2017,20670,9827.72
2601706,2017,75986,23760.98
2601805,2017,12637,7104.30
2601904,2017,60549,11751.03
2602001,2017,37816,6541.01
2602100,2017,48214,9979.94
2602209,2017,39025,8712.24
2602308,2017,38044,10589.45
2602407,2017,8973,18763.85
2602506,2017,7465,6932.48
2602605,2017,50138,7043.72
2602704,2017,13085,6962.02
2602803,2017,57696,7124.08
2602902,2017,204653,49015.66
2603009,2017,33856,11939.09
2603108,2017,20209,10003.81
2603207,2017,28500,14654.04
2603306,2017,11055,8169.15
2603405,2017,5736,8281.73
2603454,2017,156361,11235.28
2603504,2017,18583,8651.51
2603603,2017,8493,22440.60
2603702,2017,24762,7792.34
2603801,2017,19991,9952.28
2603900,2017,19440,7453.91
2603926,2017,12805,6021.63
2604007,2017,82685,15947.80
2604106,2017,356128,19303.39
2604155,2017,14274,6320.44
2604205,2017,42343,6828.61
2604304,2017,11695,7484.40
2604403,2017,13396,10267.09
2604502,2017,21525,9656.91
2604601,2017,26186,8184.18
2604700,2017,18098,8347.55
2604809,2017,12560,8378.58
2604908,2017,11559,8444.33
2605004,2017,23977,11069.19
2605103,2017,36753,11652.82
2605152,2017,18692,11490.53
2605202,2017,68281,12759.52
2605301,2017,31790,7492.73
2605400,2017,21958,8687.22
2605459,2017,3016,50906.50
2605509,2017,12057,8861.16
2605608,2017,22567,8120.66
2605707,2017,32483,12700.09
2605806,2017,15328,7096.75
2605905,2017,30709,6688.76
2606002,2017,138642,16893.99
2606101,2017,30425,15752.31
2606200,2017,79249,115509.71
2606309,2017,7417,7721.86
2606408,2017,83241,12839.39
2606507,2017,19100,7780.84
2606606,2017,28985,8828.22
2606705,2017,7735,7810.21
2606804,2017,115398,21486.64
2606903,2017,12175,7211.42
2607000,2017,22801,6809.53
2607109,2017,4542,7491.41
2607208,2017,94533,115221.39
2607307,2017,30447,8840.28
2607406,2017,4858,10994.85
2607505,2017,26314,7774.49
2607604,2017,25789,9281.63
2607653,2017,36320,13623.84
2607703,2017,13638,7503.15
2607752,2017,26338,53107.45
2607802,2017,16859,7691.14
2607901,2017,695956,19455.38
2607950,2017,11634,8755.11
2608008,2017,17026,6991.89
2608057,2017,14703,8344.49
2608107,2017,33485,8134.39
2608206,2017,15989,7846.96
2608255,2017,11334,9161.37
2608305,2017,14712,10423.80
2608404,2017,15284,7769.50
2608453,2017,17847,12777.89
2608503,2017,21338,14505.16
2608602,2017,13033,8630.63
2608701,2017,16218,7952.89
2608750,2017,25294,12944.41
2608800,2017,39888,11308.59
2608909,2017,56140,13241.63
2609006,2017,25214,9620.85
2609105,2017,15820,12695.95
2609154,2017,21047,5643.75
2609204,2017,11433,7494.53
2609303,2017,15270,10214.80
2609402,2017,62119,10990.53
2609501,2017,32280,16116.36
2609600,2017,390771,13915.15
2609709,2017,23768,14043.76
2609808,2017,14794,10239.49
2609907,2017,68776,8901.94
2610004,2017,62832,13267.41
2610103,2017,7761,9343.25
2610202,2017,26417,6653.25
2610301,2017,11449,21210.67
2610400,2017,21383,7665.20
2610509,2017,28889,7615.29
2610608,2017,55942,13556.29
2610707,2017,328353,12238.73
2610806,2017,22505,10839.55
2610905,2017,66881,10345.30
2611002,2017,36108,29878.86
2611101,2017,343219,17448.97
2611200,2017,11268,7592.21
2611309,2017,26960,13500.85
2611408,2017,14798,11411.27
2611507,2017,25831,6794.43
2611533,2017,6802,7230.08
2611606,2017,1633697,31731.30
2611705,2017,20392,8154.82
2611804,2017,47088,8227.89
2611903,2017,23379,11119.55
2612000,2017,10065,14359.46
2612109,2017,10747,5782.26
2612208,2017,60453,13106.68
2612307,2017,15779,9093.73
2612406,2017,25979,7464.11
2612455,2017,15202,6610.05
2612471,2017,12501,6682.83
2612505,2017,105761,13502.17
2612554,2017,14355,6352.70
2612604,2017,41652,12397.08
2612703,2017,14013,7257.90
2612802,2017,11734,6974.26
2612901,2017,15683,6131.29
2613008,2017,58824,16201.23
2613107,2017,37023,9466.20
2613206,2017,22628,8943.34
2613305,2017,21257,7909.54
2613404,2017,20963,11975.58
2613503,2017,33804,7591.00
2613602,2017,33704,10765.10
2613701,2017,112099,9877.28
2613800,2017,17904,13162.87
2613909,2017,85568,15623.29
2614006,2017,19080,7167.66
2614105,2017,35670,7809.92
2614204,2017,45263,10654.49
2614303,2017,11238,7212.67
2614402,2017,5978,6898.29
2614501,2017,64373,11986.72
2614600,2017,28301,8798.63
2614709,2017,12853,9869.29
2614808,2017,25368,6726.15
2614857,2017,23100,12356.58
2615003,2017,28358,9341.53
2615102,2017,7120,7221.21
2615201,2017,10437,6453.77
2615300,2017,53083,12186.84
2615409,2017,44189,14126.95
2615508,2017,13689,7418.00
2615607,2017,30155,9345.25
2615706,2017,15221,9122.66
2615805,2017,26990,6820.01
2615904,2017,8169,9275.43
2616001,2017,18258,11374.63
2616100,2017,9490,6824.34
2616183,2017,7641,8779.48
2616209,2017,20460,7511.93
2616308,2017,32429,11019.33
2616407,2017,137578,26831.43
2616506,2017,14651,7147.70
2700102,2017,20467,6676.50
2700201,2017,17818,7935.96
2700300,2017,234185,17525.30
2700409,2017,47744,16045.47
2700508,2017,16064,10009.71
2700607,2017,8401,20386.14
2700706,2017,18757,9289.23
2700805,2017,4453,8582.98
2700904,2017,6797,12261.00
2701001,2017,27590,9749.47
2701100,2017,10675,37002.34
2701209,2017,10897,8099.66
2701308,2017,21526,7977.10
2701357,2017,7024,9105.21
2701407,2017,57548,8626.73
2701506,2017,9692,8632.07
2701605,2017,17983,6020.85
2701704,2017,17354,10318.72
2701803,2017,9155,6265.97
2701902,2017,7427,14656.52
2702009,2017,10888,9392.73
2702108,2017,21926,11501.60
2702207,2017,5918,11328.15
2702306,2017,57498,23934.55
2702355,2017,24510,8020.36
2702405,2017,52597,9044.36
2702504,2017,11214,6948.28
2702553,2017,18435,5674.37
2702603,2017,22481,12659.36
2702702,2017,4806,22643.15
2702801,2017,12966,13518.97
2702900,2017,41279,7822.79
2703007,2017,15840,8868.50
2703106,2017,26022,6991.24
2703205,2017,24793,15525.63
2703304,2017,18652,6011.69
2703403,2017,5356,9719.01
2703502,2017,7135,24038.26
2703601,2017,8453,18860.29
2703700,2017,5676,9467.05
2703759,2017,11782,21152.27
2703809,2017,24280,12984.84
2703908,2017,4231,10775.47
2704005,2017,25093,14094.85
2704104,2017,18175,8669.60
2704203,2017,28953,15842.85
2704302,2017,1029129,21223.64
2704401,2017,20200,8698.76
2704500,2017,32940,20443.87
2704609,2017,9418,7050.22
2704708,2017,52260,36789.34
2704807,2017,13514,10184.33
2704906,2017,3579,8897.46
2705002,2017,25589,7405.72
2705101,2017,25012,11932.99
2705200,2017,17988,9985.16
2705309,2017,5413,8945.87
2705408,2017,7260,7148.07
2705507,2017,28579,10161.48
2705606,2017,12821,11374.23
2705705,2017,21767,8815.27
2705804,2017,9459,7405.01
2705903,2017,5195,7685.85
2706000,2017,11772,5847.60
2706109,2017,11635,6612.81
2706208,2017,5066,6592.97
2706307,2017,74208,10490.47
2706406,2017,24792,7510.29
2706422,2017,10684,6744.66
2706448,2017,13252,11420.77
2706505,2017,15461,17240.48
2706604,2017,7679,8808.31
2706703,2017,64497,13919.78
2706802,2017,18074,16253.24
2706901,2017,35552,12182.47
2707008,2017,2953,11049.10
2707107,2017,25298,8705.23
2707206,2017,14575,6350.19
2707305,2017,27501,12481.98
2707404,2017,7965,34347.14
2707503,2017,20327,9517.64
2707602,2017,11496,9799.58
2707701,2017,76019,13398.90
2707800,2017,6774,21664.16
2707909,2017,7386,20810.59
2708006,2017,48232,10647.91
2708105,2017,10899,74052.85
2708204,2017,7058,16306.32
2708303,2017,24226,12471.68
2708402,2017,32626,7116.44
2708501,2017,34961,11910.36
2708600,2017,61827,15810.07
2708709,2017,8022,17573.92
2708808,2017,34551,11029.43
2708907,2017,13949,14887.59
2708956,2017,14036,5863.00
2709004,2017,6270,7910.05
2709103,2017,20205,13464.39
2709152,2017,44666,10525.84
2709202,2017,28070,7320.56
2709301,2017,66477,14069.12
2709400,2017,26143,11301.99
2800100,2017,2390,11868.20
2800209,2017,21589,10026.31
2800308,2017,650106,25190.44
2800407,2017,10362,10445.28
2800506,2017,18489,10584.35
2800605,2017,29807,12937.77
2800670,2017,26961,11111.79
2800704,2017,8322,9318.67
2801009,2017,18111,11689.58
2801108,2017,4058,12976.84
2801207,2017,29372,55600.74
2801306,2017,34050,9604.55
2801405,2017,21842,12091.02
2801504,2017,16275,20028.69
2801603,2017,5933,8783.41
2801702,2017,18270,10858.24
2801900,2017,4012,10379.11
2802007,2017,5058,20375.44
2802106,2017,69278,23591.17
2802205,2017,5616,11939.64
2802304,2017,15349,15648.25
2802403,2017,11736,9060.33
2802502,2017,3315,9390.65
2802601,2017,5870,11409.71
2802700,2017,8611,8495.06
2802809,2017,17810,9319.82
2802908,2017,95196,18964.28
2803005,2017,41961,10244.70
2803104,2017,4988,11213.71
2803203,2017,34101,30298.61
2803302,2017,18656,15839.41
2803401,2017,13238,11479.83
2803500,2017,104099,14460.98
2803609,2017,29700,31195.96
2803708,2017,6920,10284.68
2803807,2017,3693,13448.96
2803906,2017,12691,11019.23
2804003,2017,17297,15809.39
2804102,2017,11438,13024.65
2804201,2017,15177,9369.05
2804300,2017,7683,10695.43
2804409,2017,18953,14312.56
2804458,2017,8869,15271.73
2804508,2017,36613,15142.05
2804607,2017,26624,10816.52
2804706,2017,6530,9883.92
2804805,2017,181928,14279.15
2804904,2017,14420,12464.70
2805000,2017,3254,11211.74
2805109,2017,9594,8768.08
2805208,2017,6556,10767.08
2805307,2017,9241,12637.81
2805406,2017,34529,8624.72
2805505,2017,23740,11927.67
2805604,2017,28735,9320.10
2805703,2017,29834,16258.80
2805802,2017,20014,12625.16
2805901,2017,10196,16852.49
2806008,2017,18641,17833.11
2806107,2017,10699,42960.84
2806206,2017,20168,8678.25
2806305,2017,14034,10967.08
2806404,2017,7751,10609.60
2806503,2017,3938,10533.01
2806602,2017,12146,10302.16
2806701,2017,89232,10197.93
2806800,2017,11133,9106.62
2806909,2017,3983,9873.21
2807006,2017,3943,10399.44
2807105,2017,40838,13664.31
2807204,2017,8851,13720.26
2807303,2017,3221,10427.51
2807402,2017,52156,10451.86
2807501,2017,13208,8766.51
2807600,2017,25114,12917.54
2900108,2017,9199,6354.71
2900207,2017,20189,6805.93
2900306,2017,15727,7678.13
2900355,2017,17349,6941.90
2900405,2017,17508,7792.44
2900504,2017,11212,5408.85
2900603,2017,4725,8722.12
2900702,2017,155979,22470.15
2900801,2017,23376,11313.40
2900900,2017,5985,8664.16
2901007,2017,38259,8882.62
2901106,2017,26409,10975.05
2901155,2017,16798,6622.10
2901205,2017,19568,8538.79
2901304,2017,13737,7118.95
2901353,2017,15490,12302.58
2901403,2017,14690,9246.43
2901502,2017,11481,5745.06
2901601,2017,19569,5764.53
2901700,2017,12208,8631.47
2901809,2017,12072,5697.07
2901908,2017,18334,7446.93
2901957,2017,7730,7268.69
2902005,2017,13962,7594.33
2902054,2017,12608,11030.93
